rheaid	reactionEquation	L	R
RHEA:10552	D-glucose + O2 = 2-dehydro-D-glucose + H2O2	CHEBI:15379, CHEBI:4167	CHEBI:16609, CHEBI:16240
RHEA:10556	D-glyceraldehyde 3-phosphate + L-arginine = H(+) + N(2)-(2-carboxyethyl)-L-arginine + phosphate	CHEBI:32682, CHEBI:59776	CHEBI:57304, CHEBI:15378, CHEBI:43474
RHEA:10560	4-hydroxy-1-pyrroline-2-carboxylate + H(+) + H2O = 2,5-dioxopentanoate + NH4(+)	CHEBI:15377, CHEBI:57745, CHEBI:15378	CHEBI:28938, CHEBI:58136
RHEA:10564	H2O + oxaloacetate 4-methyl ester = H(+) + methanol + oxaloacetate	CHEBI:15377, CHEBI:57927	CHEBI:15378, CHEBI:17790, CHEBI:16452
RHEA:10568	luteolin + UDP-alpha-D-glucuronate = H(+) + luteolin 7-O-beta-D-glucuronide + UDP	CHEBI:57545, CHEBI:58052	CHEBI:58223, CHEBI:15378, CHEBI:77671
RHEA:10572	vinylacetyl-CoA = (2E)-butenoyl-CoA	CHEBI:57396	CHEBI:57332
RHEA:10576	CTP + H(+) + N-methylethanolamine phosphate = CDP-N-methylethanolamine + diphosphate	CHEBI:15378, CHEBI:57781, CHEBI:37563	CHEBI:33019, CHEBI:57547
RHEA:10580	(6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)n + ATP + L-glutamate = (6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)n+1 + ADP + H(+) + phosphate	CHEBI:29985, CHEBI:30616, POLYMER:14738	CHEBI:456216, CHEBI:15378, CHEBI:43474, POLYMER:14740
RHEA:10584	4-coumaroyl-CoA + 3 H(+) + 3 malonyl-CoA + NADPH = 3 CO2 + 4 CoA + H2O + isoliquiritigenin + NADP(+)	CHEBI:57355, CHEBI:15378, CHEBI:57783, CHEBI:57384	CHEBI:57287, CHEBI:15377, CHEBI:16526, CHEBI:58349, CHEBI:77948
RHEA:10588	4 (R)-methylmalonyl-CoA + a long-chain acyl-[mycocerosate synthase] + 12 H(+) + 8 NADPH = a tetramethylated-mycocerosoyl-[mycocerosate synthase] + 4 CO2 + 4 CoA + 4 H2O + 8 NADP(+)	GENERIC:13239, CHEBI:57326, CHEBI:15378, CHEBI:57783	CHEBI:57287, GENERIC:12642, CHEBI:15377, CHEBI:16526, CHEBI:58349
RHEA:10592	a 3',5'-unsubstituted flavanone + O2 + reduced [NADPH--hemoprotein reductase] = a 3'-hydroxy,5'-unsubstituted flavanone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:138897	GENERIC:11965, CHEBI:15377, CHEBI:138951, CHEBI:15378
RHEA:10596	ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein]	GENERIC:10136, CHEBI:30616	GENERIC:10137, CHEBI:456216, CHEBI:15378
RHEA:10600	prostaglandin H2 = prostaglandin D2	CHEBI:57405	CHEBI:57406
RHEA:10604	a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O = a 1,2-diacyl-sn-glycerol + H(+) + phosphocholine	CHEBI:15377, CHEBI:57643	CHEBI:15378, CHEBI:17815, CHEBI:295975
RHEA:10608	O2 + reduced [NADPH--hemoprotein reductase] + trans-cinnamate = H(+) + H2O + oxidized [NADPH--hemoprotein reductase] + trans-4-coumarate	GENERIC:11964, CHEBI:15379, CHEBI:15669	GENERIC:11965, CHEBI:15377, CHEBI:15378, CHEBI:12876
RHEA:10612	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-alpha-D-xylose = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP	GENERIC:13526, CHEBI:57632	GENERIC:13530, CHEBI:58223, CHEBI:15378
RHEA:10616	(2R,3S)-catechin + H2O + NADP(+) = (2R,3S,4S)-leucocyanidin + H(+) + NADPH	CHEBI:15377, CHEBI:15600, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:11412
RHEA:10620	(E)-cinnamaldehyde + CoA + NADP(+) = (E)-cinnamoyl-CoA + H(+) + NADPH	CHEBI:57287, CHEBI:16731, CHEBI:58349	CHEBI:57252, CHEBI:15378, CHEBI:57783
RHEA:10624	2 ATP + CO2 + H2O + NH4(+) = 2 ADP + carbamoyl phosphate + 3 H(+) + phosphate	CHEBI:28938, CHEBI:15377, CHEBI:16526, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:58228, CHEBI:43474
RHEA:10628	phosphate + tRNA(n+1) = a ribonucleoside 5'-diphosphate + tRNA(n)	POLYMER:11133, CHEBI:43474	POLYMER:11132, CHEBI:57930
RHEA:10632	D-mannonate + NAD(+) = D-mannuronate + H(+) + NADH	CHEBI:57540, CHEBI:17767	CHEBI:57945, CHEBI:15378, CHEBI:30624
RHEA:10636	D-mannonate + NADP(+) = D-mannuronate + H(+) + NADPH	CHEBI:58349, CHEBI:17767	CHEBI:15378, CHEBI:57783, CHEBI:30624
RHEA:10640	muconolactone = cis,cis-muconate + H(+)	CHEBI:58372	CHEBI:15378, CHEBI:32379
RHEA:10644	2-oxo-2H-pyran-4,6-dicarboxylate + H2O = (1E)-4-oxobut-1-ene-1,2,4-tricarboxylate + H(+)	CHEBI:15377, CHEBI:58304	CHEBI:57471, CHEBI:15378
RHEA:10648	2-hydroxycyclohexan-1-one + H(+) + NADPH + O2 = 6-hydroxyhexan-6-olide + H2O + NADP(+)	CHEBI:15379, CHEBI:17878, CHEBI:15378, CHEBI:57783	CHEBI:15377, CHEBI:17075, CHEBI:58349
RHEA:10652	a long-chain fatty aldehyde + H2O + NAD(+) = a long-chain fatty acid + 2 H(+) + NADH	CHEBI:15377, CHEBI:17176, CHEBI:57540	CHEBI:57945, CHEBI:15378, CHEBI:57560
RHEA:10656	guanidinoacetate + S-adenosyl-L-methionine = creatine + H(+) + S-adenosyl-L-homocysteine	CHEBI:57742, CHEBI:59789	CHEBI:15378, CHEBI:57947, CHEBI:57856
RHEA:10660	L-seryl-[protein] = D-seryl-[protein]	GENERIC:9863	GENERIC:9864
RHEA:10664	NAD(+) + perillyl alcohol = H(+) + NADH + perillyl aldehyde	CHEBI:57540, CHEBI:15420	CHEBI:57945, CHEBI:15378, CHEBI:15421
RHEA:10668	1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + L-lysyl-tRNA(Lys) = 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol + tRNA(Lys)	CHEBI:64716, GENERIC:9696	CHEBI:75792, GENERIC:9697
RHEA:10672	cyclobutadithymidine in DNA = thymidine dimer in DNA	GENERIC:14585	GENERIC:14449
RHEA:10676	(2R,3S)-3-isopropylmalate = 2-isopropylmaleate + H2O	CHEBI:35121	CHEBI:15377, CHEBI:58085
RHEA:10680	L-proline = D-proline	CHEBI:60039	CHEBI:57726
RHEA:10684	H2O + O-phospho-L-tyrosyl-[protein] = L-tyrosyl-[protein] + phosphate	GENERIC:10137, CHEBI:15377	GENERIC:10136, CHEBI:43474
RHEA:10688	H2O + streptomycin 6-phosphate = phosphate + streptomycin	CHEBI:15377, CHEBI:57787	CHEBI:58007, CHEBI:43474
RHEA:10692	6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate + 3 O2 = H(+) + 2 H2O + 2 H2O2 + pyrroloquinoline quinone	CHEBI:15379, CHEBI:58778	CHEBI:15377, CHEBI:16240, CHEBI:15378, CHEBI:58442
RHEA:10696	a holo-[mycocerosate synthase] + a long-chain fatty acid + ATP = a long-chain acyl-[mycocerosate synthase] + AMP + diphosphate	GENERIC:12641, CHEBI:30616, CHEBI:57560	GENERIC:13239, CHEBI:33019, CHEBI:456215
RHEA:10700	H2O + limonene 1,2-epoxide = limonene-1,2-diol	CHEBI:15377, CHEBI:16431	CHEBI:17219
RHEA:10704	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val)	CHEBI:57762, CHEBI:30616, GENERIC:9672	CHEBI:33019, CHEBI:456215, GENERIC:9708
RHEA:10708	alpha-D-glucose 1-phosphate + GTP + H(+) = diphosphate + GDP-D-glucose	CHEBI:15378, CHEBI:58601, CHEBI:37565	CHEBI:33019, CHEBI:58127
RHEA:10712	L-phenylalanine + O2 = 2-phenylacetamide + CO2 + H2O	CHEBI:15379, CHEBI:58095	CHEBI:15377, CHEBI:16562, CHEBI:16526
RHEA:10716	D-glucose 6-phosphate = 1D-myo-inositol 3-phosphate	CHEBI:61548	CHEBI:58401
RHEA:10720	2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one + glutathione disulfide + H2O = 6-pyruvoyl-5,6,7,8-tetrahydropterin + 2 glutathione	CHEBI:15377, CHEBI:58297, CHEBI:27714	CHEBI:136564, CHEBI:57925
RHEA:10724	GDP-6-deoxy-alpha-D-talose + NADP(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH	CHEBI:57638, CHEBI:58349	CHEBI:15378, CHEBI:57964, CHEBI:57783
RHEA:10728	GDP-6-deoxy-alpha-D-talose + NAD(+) = GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADH	CHEBI:57638, CHEBI:57540	CHEBI:57945, CHEBI:15378, CHEBI:57964
RHEA:10732	ATP + firefly D-luciferin + O2 = AMP + CO2 + diphosphate + firefly oxyluciferin + hnu	CHEBI:15379, CHEBI:58038, CHEBI:30616	CHEBI:33019, CHEBI:30212, CHEBI:456215, CHEBI:16526, CHEBI:16792
RHEA:10736	a primary alcohol + NAD(+) = an aldehyde + H(+) + NADH	CHEBI:57540, CHEBI:15734	CHEBI:57945, CHEBI:15378, CHEBI:17478
RHEA:10740	a secondary alcohol + NAD(+) = a ketone + H(+) + NADH	CHEBI:57540, CHEBI:35681	CHEBI:57945, CHEBI:15378, CHEBI:17087
RHEA:10744	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate + NAD(+) = 3,4-dihydroxybenzoate + CO2 + NADH	CHEBI:57412, CHEBI:57540	CHEBI:57945, CHEBI:36241, CHEBI:16526
RHEA:10748	H(+) + hydrogencarbonate = CO2 + H2O	CHEBI:17544, CHEBI:15378	CHEBI:15377, CHEBI:16526
RHEA:10752	[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)](n) + n ATP + n D-aspartate = [beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-6-N-(beta-D-Asp)-L-Lys-D-Ala-D-Ala)]n + n ADP + n H(+) + n phosphate	POLYMER:14481, CHEBI:29990, CHEBI:30616	POLYMER:14482, CHEBI:456216, CHEBI:15378, CHEBI:43474
RHEA:10756	ATP + phosphate + pyruvate = AMP + diphosphate + H(+) + phosphoenolpyruvate	CHEBI:15361, CHEBI:43474, CHEBI:30616	CHEBI:33019, CHEBI:456215, CHEBI:15378, CHEBI:58702
RHEA:10760	citrate = acetate + oxaloacetate	CHEBI:16947	CHEBI:16452, CHEBI:30089
RHEA:10764	(2R,3S,4S)-leucocyanidin + 2-oxoglutarate + O2 = (4S)-2,3-dehydroleucocyanidin + CO2 + H(+) + H2O + succinate	CHEBI:15379, CHEBI:16810, CHEBI:11412	CHEBI:15377, CHEBI:138948, CHEBI:30031, CHEBI:15378, CHEBI:16526
RHEA:10768	(2R,3S,4S)-3,4-leucopelargonidin + 2-oxoglutarate + O2 = (4S)-2,3-dehydroleucopelargonidin + CO2 + H(+) + H2O + succinate	CHEBI:15379, CHEBI:17343, CHEBI:16810	CHEBI:15377, CHEBI:138950, CHEBI:30031, CHEBI:15378, CHEBI:16526
RHEA:10772	6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O = D-glucose + D-glucose 6-phosphate	CHEBI:58312, CHEBI:15377	CHEBI:4167, CHEBI:61548
RHEA:10776	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NADP(+) = 3-(4-hydroxyphenyl)pyruvate + H(+) + NADPH	CHEBI:10980, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:36242
RHEA:10780	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NAD(+) = 3-(4-hydroxyphenyl)pyruvate + H(+) + NADH	CHEBI:10980, CHEBI:57540	CHEBI:57945, CHEBI:15378, CHEBI:36242
RHEA:10784	2-oxoglutarate + N(6)-methyl-L-lysyl(36)-[histone H3] + O2 = CO2 + formaldehyde + L-lysyl(36)-[histone H3] + succinate	CHEBI:15379, CHEBI:16810, GENERIC:9786	CHEBI:16842, CHEBI:30031, CHEBI:16526, GENERIC:9785
RHEA:10788	2-dehydro-D-gluconate + ATP = 6-phospho-2-dehydro-D-gluconate + ADP + H(+)	CHEBI:16808, CHEBI:30616	CHEBI:20750, CHEBI:456216, CHEBI:15378
RHEA:10792	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2	CHEBI:15378, CHEBI:77657	CHEBI:16526, CHEBI:137981
RHEA:10796	albendazole + H(+) + NADPH + O2 = albendazole S-oxide + H2O + NADP(+)	CHEBI:15379, CHEBI:16664, CHEBI:15378, CHEBI:57783	CHEBI:15377, CHEBI:16959, CHEBI:58349
RHEA:10800	diphosphate + XMP = 5-phospho-alpha-D-ribose 1-diphosphate + xanthine	CHEBI:33019, CHEBI:57464	CHEBI:17712, CHEBI:58017
RHEA:10804	(S)-allantoin = (R)-allantoin	CHEBI:15678	CHEBI:15677
RHEA:10808	(S)-2-hydroxypropylphosphonate + H2O2 = (1R,2S)-epoxypropylphosphonate + 2 H2O	CHEBI:16240, CHEBI:62246	CHEBI:15377, CHEBI:62247
RHEA:10812	H2O + N-succinyl-L-glutamate 5-semialdehyde + NAD(+) = 2 H(+) + N-succinyl-L-glutamate + NADH	CHEBI:15377, CHEBI:57540, CHEBI:58520	CHEBI:57945, CHEBI:15378, CHEBI:58763
RHEA:10816	H2O + methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside = L-fucose + methyl beta-D-galactoside	CHEBI:15377, CHEBI:17512	CHEBI:17540, CHEBI:2181
RHEA:10820	D-threo-isocitrate = D-erythro-isocitrate	CHEBI:15562	CHEBI:15563
RHEA:10824	(S)-malate + NADP(+) = H(+) + NADPH + oxaloacetate	CHEBI:15589, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:16452
RHEA:10828	anthranilate + ATP + CoA = AMP + anthraniloyl-CoA + diphosphate	CHEBI:57287, CHEBI:16567, CHEBI:30616	CHEBI:57331, CHEBI:33019, CHEBI:456215
RHEA:10832	a 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + H2O = 6-(alpha-D-glucosaminyl)-1D-myo-inositol + a 1,2-diacyl-sn-glycero-3-phosphate + H(+)	CHEBI:15377, CHEBI:57997	CHEBI:58608, CHEBI:15378, CHEBI:58700
RHEA:10836	NADPH + O2 + questin = demethylsulochrin + NADP(+)	CHEBI:15379, CHEBI:57783, CHEBI:57676	CHEBI:58349, CHEBI:77886
RHEA:10840	H2O + O-phospho-L-homoserine = L-threonine + phosphate	CHEBI:15377, CHEBI:57590	CHEBI:57926, CHEBI:43474
RHEA:10844	oxaloacetate + pyridoxamine = L-aspartate + pyridoxal	CHEBI:57761, CHEBI:16452	CHEBI:29991, CHEBI:17310
RHEA:10848	an [alpha-factor](in) + ATP + H2O = ADP + an [alpha-factor](out) + H(+) + phosphate	GENERIC:11611, CHEBI:15377, CHEBI:30616	GENERIC:11611, CHEBI:456216, CHEBI:15378, CHEBI:43474
RHEA:10852	dimethylallyl diphosphate + leachianone G = diphosphate + sophoraflavanone G	CHEBI:57623, CHEBI:50208	CHEBI:33019, CHEBI:50209
RHEA:10856	a N-(2-hydroxyacyl)sphing-4-enine + UDP-alpha-D-galactose = a 1-(beta-D-galactosyl)-2-(2-hydroxyacyl)sphingosine + H(+) + UDP	CHEBI:16456, CHEBI:66914	CHEBI:16994, CHEBI:58223, CHEBI:15378
RHEA:10860	3-hydroxy-2-methylpyridine-5-carboxylate + NADH + O2 = 2-(acetamidomethylene)succinate + NAD(+)	CHEBI:15379, CHEBI:57528, CHEBI:57945	CHEBI:57698, CHEBI:57540
RHEA:10864	3-hydroxy-2-methylpyridine-5-carboxylate + NADPH + O2 = 2-(acetamidomethylene)succinate + NADP(+)	CHEBI:15379, CHEBI:57528, CHEBI:57783	CHEBI:57698, CHEBI:58349
RHEA:10868	a 1,2-diacyl-sn-glycerol + an acyl-CoA = a triacyl-sn-glycerol + CoA	CHEBI:17815, CHEBI:58342	CHEBI:57287, CHEBI:64615
RHEA:10872	H2O + N-acyl-L-aspartate = a carboxylate + L-aspartate	CHEBI:15377, CHEBI:58497	CHEBI:29991, CHEBI:29067
RHEA:10876	4-hydroxybenzoate + H(+) = CO2 + phenol	CHEBI:15378, CHEBI:17879	CHEBI:15882, CHEBI:16526
RHEA:10880	7-methylxanthosine + H2O = 7-methylxanthine + D-ribose + H(+)	CHEBI:15377, CHEBI:49310	CHEBI:48991, CHEBI:15378, CHEBI:47013
RHEA:10884	(24R,24(1)R)-fucosterol epoxide = acetaldehyde + cholesta-5,24-dien-3beta-ol	CHEBI:15577	CHEBI:17737, CHEBI:15343
RHEA:10888	4-carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde + H2O + NADP(+) = 4-carboxy-2-hydroxy-cis,cis-muconate + 2 H(+) + NADPH	CHEBI:15377, CHEBI:58358, CHEBI:58349	CHEBI:15378, CHEBI:57783, CHEBI:58142
RHEA:10892	(2R,3S)-3-isopropylmalate + NAD(+) = (2S)-2-isopropyl-3-oxosuccinate + H(+) + NADH	CHEBI:57540, CHEBI:35121	CHEBI:57945, CHEBI:15378, CHEBI:17214
RHEA:10896	2 H2O + limonin = 2 H(+) + limonoate	CHEBI:15377, CHEBI:16226	CHEBI:57763, CHEBI:15378
RHEA:10900	an aromatic L-alpha-amino acid + glyoxylate = an aromatic oxo-acid + glycine	CHEBI:84824, CHEBI:36655	CHEBI:57305, CHEBI:73309
RHEA:10904	[cypemycin](1-18)-L-Cys-L-Leu-L-Val-L-Cys + A = AH2 + C(3,19),S(21)-[cypemycin](1-18)-L-Ala-L-Leu-N-thioethenyl-L-valinamide + CO2 + hydrogen sulfide	CHEBI:13193, GENERIC:9797	CHEBI:17499, CHEBI:29919, CHEBI:16526, GENERIC:9798
RHEA:10908	3'-phosphoadenylyl sulfate + glycolithocholate = adenosine 3',5'-bisphosphate + H(+) + sulfoglycolithocholate	CHEBI:58339, CHEBI:60008	CHEBI:58343, CHEBI:15378, CHEBI:60007
RHEA:10912	(R)-pantoate + ATP + beta-alanine = (R)-pantothenate + AMP + diphosphate + H(+)	CHEBI:57966, CHEBI:15980, CHEBI:30616	CHEBI:33019, CHEBI:456215, CHEBI:29032, CHEBI:15378
RHEA:10916	(1R,2R,3R)-prephytoene diphosphate = all-trans-phytoene + diphosphate	CHEBI:58011	CHEBI:33019, CHEBI:8191
RHEA:10920	(1R,4R)-bornane-2,5-dione + H(+) + NADH + O2 = (1R,4R)-5-oxo-1,2-campholide + H2O + NAD(+)	CHEBI:15379, CHEBI:57945, CHEBI:15392, CHEBI:15378	CHEBI:15377, CHEBI:18130, CHEBI:57540
RHEA:10924	cis-2-chloro-4-carboxymethylenebut-2-en-1,4-olide = trans-2-chloro-4-carboxymethylenebut-2-en-1,4-olide	CHEBI:57681	CHEBI:57891
RHEA:10928	ent-kaur-16-en-19-al + O2 + reduced [NADPH--hemoprotein reductase] = ent-kaur-16-en-19-oate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:15418	GENERIC:11965, CHEBI:15377, CHEBI:57297, CHEBI:15378
RHEA:10932	ATP + L-aspartate + L-citrulline = 2-(N(omega)-L-arginino)succinate + AMP + diphosphate + H(+)	CHEBI:29991, CHEBI:57743, CHEBI:30616	CHEBI:33019, CHEBI:456215, CHEBI:15378, CHEBI:57472
RHEA:10936	6-decylubiquinone + 2 thiosulfate = 6-decylubiquinol + tetrathionate	CHEBI:52020, CHEBI:33542	CHEBI:52021, CHEBI:15226
RHEA:10940	(2E)-geranyl diphosphate = (4R)-limonene + diphosphate	CHEBI:58057	CHEBI:33019, CHEBI:15382
RHEA:10944	H2O + psi-UMP = phosphate + pseudouridine	CHEBI:15377, CHEBI:58380	CHEBI:17802, CHEBI:43474
RHEA:10948	ATP + D-glucosamine = ADP + D-glucosamine 6-phosphate + H(+)	CHEBI:58723, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:58725
RHEA:10952	hydroxymalonate + sinapoyl-CoA = CoA + sinapoyltartronate	CHEBI:57393, CHEBI:17649	CHEBI:57287, CHEBI:57680
RHEA:10956	H(+) + NADPH + O2 + trans-cinnamate = H2O + NADP(+) + trans-2-coumarate	CHEBI:15379, CHEBI:15378, CHEBI:57783, CHEBI:15669	CHEBI:15377, CHEBI:12875, CHEBI:58349
RHEA:10960	(S)-lactate = (R)-lactate	CHEBI:16651	CHEBI:16004
RHEA:10964	ATP + D-xylulose = ADP + D-xylulose 5-phosphate + H(+)	CHEBI:17140, CHEBI:30616	CHEBI:57737, CHEBI:456216, CHEBI:15378
RHEA:10968	a carboxylate + CoA + GTP = an acyl-CoA + GDP + phosphate	CHEBI:57287, CHEBI:29067, CHEBI:37565	CHEBI:58342, CHEBI:58189, CHEBI:43474
RHEA:10972	D-hexose + H(+) + phosphoramidate = alpha-D-hexose 1-phosphate + NH4(+)	CHEBI:4194, CHEBI:15378, CHEBI:29920	CHEBI:28938, CHEBI:57734
RHEA:10976	H(+) + NADH + O2 + quinolin-2-ol = 5,6-dihydroquinoline-2,5,6-triol + NAD(+)	CHEBI:15379, CHEBI:57945, CHEBI:15378, CHEBI:16365	CHEBI:17244, CHEBI:57540
RHEA:10980	L-serine = D-serine	CHEBI:33384	CHEBI:35247
RHEA:10984	(S)-lactate + oxaloacetate = (S)-malate + pyruvate	CHEBI:16651, CHEBI:16452	CHEBI:15361, CHEBI:15589
RHEA:10988	H2O + nitrous oxide = 2 e(-) + 2 H(+) + 2 nitric oxide	CHEBI:15377, CHEBI:17045	CHEBI:15378, CHEBI:16480, CHEBI:10545
RHEA:10992	glycolate + NADP(+) = glyoxylate + H(+) + NADPH	CHEBI:29805, CHEBI:58349	CHEBI:36655, CHEBI:15378, CHEBI:57783
RHEA:10996	2-methylpropanal oxime + S-adenosyl-L-methionine = 2-methylpropanal O-methyloxime + H(+) + S-adenosyl-L-homocysteine	CHEBI:17502, CHEBI:59789	CHEBI:16616, CHEBI:15378, CHEBI:57856
RHEA:11000	an N-carbamoyl-D-amino acid + 2 H(+) + H2O = a D-alpha-amino acid + CO2 + NH4(+)	CHEBI:85602, CHEBI:15377, CHEBI:15378	CHEBI:28938, CHEBI:59871, CHEBI:16526
RHEA:11004	2 H(+) + NADH + O2 + salicylate = catechol + CO2 + H2O + NAD(+)	CHEBI:15379, CHEBI:57945, CHEBI:30762, CHEBI:15378	CHEBI:15377, CHEBI:18135, CHEBI:57540, CHEBI:16526
RHEA:11008	a 5'-end triphospho-(purine-ribonucleotide) in mRNA + H2O = a 5'-end diphospho-(purine-ribonucleoside) in mRNA + H(+) + phosphate	CHEBI:15377, GENERIC:13942	GENERIC:13929, CHEBI:15378, CHEBI:43474
RHEA:11012	H2O + L-tryptophanamide = L-tryptophan + NH4(+)	CHEBI:15377, CHEBI:57803	CHEBI:28938, CHEBI:57912
RHEA:11016	allantoate + H2O = (S)-ureidoglycolate + urea	CHEBI:15377, CHEBI:17536	CHEBI:16199, CHEBI:57296
RHEA:11020	1D-myo-inositol 1,4,5-trisphosphate + ATP = 1D-myo-inositol 1,3,4,5-tetrakisphosphate + ADP + H(+)	CHEBI:203600, CHEBI:30616	CHEBI:57895, CHEBI:456216, CHEBI:15378
RHEA:11024	ATP + NH4(+) = ADP + 2 H(+) + phosphoramidate	CHEBI:28938, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:29920
RHEA:11028	ATP + D-mannose = ADP + D-mannose 6-phosphate + H(+)	CHEBI:4208, CHEBI:30616	CHEBI:456216, CHEBI:15378, CHEBI:58735
RHEA:11032	(2R)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate = 3-chloro-cis,cis-muconate + H(+)	CHEBI:85538	CHEBI:15378, CHEBI:17589
RHEA:11036	ATP + H2O + quaternary ammonium(out) = ADP + H(+) + phosphate + quaternary ammonium(in)	CHEBI:15377, CHEBI:30616, CHEBI:35267	CHEBI:456216, CHEBI:15378, CHEBI:43474, CHEBI:35267
RHEA:11040	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate = 3-(imidazol-4-yl)-2-oxopropyl phosphate + H2O	CHEBI:58278	CHEBI:15377, CHEBI:57766
RHEA:11044	a haloacetate + H2O = a halide anion + glycolate + H(+)	CHEBI:85638, CHEBI:15377	CHEBI:16042, CHEBI:15378, CHEBI:29805
RHEA:11048	1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine + 1-organyl-2-lyso-sn-glycero-3-phospholipid = 1-O-alkyl-sn-glycero-3-phosphocholine + 1-organyl-2-acetyl-sn-glycero-3-phospholipid	CHEBI:36707, CHEBI:76590	CHEBI:30909, CHEBI:685
RHEA:11052	4-aminobenzoate + 2 H(+) + NADH + O2 = 4-aminophenol + CO2 + H2O + NAD(+)	CHEBI:15379, CHEBI:57945, CHEBI:15378, CHEBI:17836	CHEBI:17602, CHEBI:15377, CHEBI:57540, CHEBI:16526
RHEA:11056	4-aminobenzoate + 2 H(+) + NADPH + O2 = 4-aminophenol + CO2 + H2O + NADP(+)	CHEBI:15379, CHEBI:15378, CHEBI:57783, CHEBI:17836	CHEBI:17602, CHEBI:15377, CHEBI:16526, CHEBI:58349
RHEA:11060	ATP + L-isoleucine + tRNA(Ile) = AMP + diphosphate + L-isoleucyl-tRNA(Ile)	CHEBI:58045, CHEBI:30616, GENERIC:9666	CHEBI:33019, CHEBI:456215, GENERIC:9695
RHEA:11064	beta-D-fructose 1,6-bisphosphate + H2O = beta-D-fructose 6-phosphate + phosphate	CHEBI:15377, CHEBI:32966	CHEBI:57634, CHEBI:43474
RHEA:11068	(5R)-5-O-[alpha-D-glucosyl-(1->2)-beta-D-galactosyl]-5-hydroxy-L-lysyl-[procollagen] + H2O = (5R)-5-O-(beta-D-galactosyl)-5-hydroxy-L-lysyl-[procollagen] + D-glucose	GENERIC:12754, CHEBI:15377	GENERIC:12753, CHEBI:4167
RHEA:11072	anthranilate + 3 H(+) + NADPH + O2 = catechol + CO2 + NADP(+) + NH4(+)	CHEBI:15379, CHEBI:15378, CHEBI:57783, CHEBI:16567	CHEBI:28938, CHEBI:18135, CHEBI:16526, CHEBI:58349
RHEA:11076	anthranilate + 3 H(+) + NADH + O2 = catechol + CO2 + NAD(+) + NH4(+)	CHEBI:15379, CHEBI:57945, CHEBI:15378, CHEBI:16567	CHEBI:28938, CHEBI:18135, CHEBI:57540, CHEBI:16526
RHEA:11080	dTMP + H2O = phosphate + thymidine	CHEBI:15377, CHEBI:63528	CHEBI:17748, CHEBI:43474
